                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1817,                 4.3695,                 4.0954,                0.60725,                 0.0761,                0.00416,                0.00093,                 3.2886,                 15.951,                 4.2006,              0.0002549,              0.0002549,              0.0002549
